Date,Open,High,Low,Close,AdjClose,Volume,Change
2020-04-16,174.300003,177.279999,172.899994,177.039993,174.202423,50479610,0.01571996530602473
2020-04-17,179.5,180.000000,175.869995,178.600006,175.737457,52765625,-0.005013894150417785
2020-04-20,176.630005,178.750000,174.990005,175.059998,172.254181,36669595,-0.008888676643586144
2020-04-21,173.5,173.669907,166.110199,167.820007,165.130219,56203749,-0.03273771181556194
2020-04-22,171.389999,174.000000,170.820007,173.520004,170.738876,34651604,0.01242782549989986
2020-04-23,174.110001,175.059998,170.910004,171.419998,168.672501,32790804,-0.015450020013497205
2020-04-24,172.059998,174.559998,170.710007,174.550003,171.752365,34305320,0.01447172514787543
2020-04-27,176.589996,176.899994,173.300003,174.050003,171.260361,33194384,-0.014383561116338716
2020-04-28,175.589996,175.669998,169.389999,169.809998,167.088318,34392694,-0.03291758147770563
2020-04-29,173.220001,177.679993,171.880005,177.429993,174.586182,51286559,0.024304306521739368
2020-04-30,180.0,180.399994,176.229996,179.210007,176.337677,53875857,-0.004388850000000054
2020-05-01,175.800003,178.639999,174.009995,174.570007,171.772049,39370474,-0.006996564158192875
2020-05-04,174.490005,179.000000,173.800003,178.839996,175.973587,30372862,0.024929743110500897
2020-05-05,180.619995,183.649994,179.899994,180.759995,177.862808,36839168,0.0007751079829230135
2020-05-06,182.080002,184.199997,181.630600,182.539993,179.614304,32139299,0.002526312582092361
2020-05-07,184.169998,184.550003,182.580002,183.600006,180.657303,28315992,-0.00309492320242076
2020-05-08,184.979706,185.000000,183.360001,184.679993,181.719986,30912638,-0.0016202480070975842
2020-05-11,183.149994,187.509995,182.850006,186.740005,183.746979,30892660,0.01960148030362482
2020-05-12,186.800003,187.039993,182.300003,182.509995,179.584763,32038199,-0.02296578121575298
2020-05-13,182.550003,184.050003,176.539993,179.75,176.868988,44711488,-0.015338279671241658
2020-05-14,177.539993,180.690002,175.679993,180.529999,177.636490,41873911,0.016841309664803208
2020-05-15,179.059998,187.059998,177.000000,183.160004,180.224350,46610382,0.022897386606694697
2020-05-18,185.75,186.199997,183.960007,184.910004,181.946304,35306620,-0.004522185733512859
2020-05-19,185.029999,186.600006,183.490005,183.630005,180.686829,26799116,-0.007566308207135603
2020-05-20,184.809998,185.850006,183.940002,185.660004,183.193085,31261334,0.004599350734260487
2020-05-21,185.399994,186.669998,183.289993,183.429993,180.992691,29119513,-0.010625679955523604
2020-05-22,183.190002,184.460007,182.539993,183.509995,181.071625,20826898,0.0017467820105161135
2020-05-26,186.339996,186.500000,181.100006,181.570007,179.157440,36073609,-0.025598310091194856
2020-05-27,180.199997,181.987701,176.600006,181.809998,179.394241,39517146,0.008934522901240732
2020-05-28,180.740005,184.147400,180.380005,181.399994,178.989670,33831824,0.003651593348135605
2020-05-29,182.729996,184.270004,180.410004,183.25,180.815094,42146720,0.002845750623231011
2020-06-01,182.539993,183.000000,181.460007,182.830002,180.400681,22668821,0.0015887422544165306
2020-06-02,184.25,185.000000,181.350006,184.910004,182.453033,30794585,0.0035821112618723825
2020-06-03,184.815002,185.940002,183.580002,185.360001,182.897064,27311016,0.002948889398058814
2020-06-04,184.300003,185.839996,182.300003,182.919998,180.489487,28761809,-0.007487818651853257
2020-06-05,182.619995,187.729996,182.009995,187.199997,184.712601,39893643,0.025079411485034855
2020-06-08,185.940002,188.550003,184.440002,188.360001,185.857208,33211590,0.013014945541411893
2020-06-09,188.0,190.699997,187.260498,189.800003,187.278061,29783916,0.009574484042553212
2020-06-10,191.125,198.520004,191.009995,196.839996,194.224533,43872329,0.029901875735775088
2020-06-11,193.130005,195.759995,186.070007,186.270004,183.794968,52854672,-0.03552012024232076
2020-06-12,190.539993,191.720001,185.179993,187.740005,185.245438,43373587,-0.01469501471011397
2020-06-15,184.580002,190.820007,184.009995,188.940002,186.429489,32770189,0.02362119380624985
2020-06-16,192.889999,195.580002,191.460007,193.570007,190.997971,42556656,0.0035253668076384564
2020-06-17,195.029999,196.320007,193.690002,194.240005,191.659073,25687822,-0.004050628129265422
2020-06-18,194.0,196.490005,194.000000,196.320007,193.711426,23061648,0.011958798969072185
2020-06-19,198.589996,199.289993,194.369995,195.149994,192.556976,44441141,-0.0173221313726197
2020-06-22,195.789993,200.759995,195.230103,200.570007,197.904968,32818929,0.02441398524387298
2020-06-23,202.089996,203.949997,201.425003,201.910004,199.227173,30917447,-0.0008906526971281993
2020-06-24,201.604294,203.250000,196.559998,197.839996,195.211243,36740647,-0.018671715395109572
2020-06-25,197.800003,200.610001,195.467499,200.339996,197.677994,27803933,0.012841218207666103
2020-06-26,199.729996,199.889999,194.880005,196.330002,193.721298,54675780,-0.017022951324747397
2020-06-29,195.779999,198.529999,193.550003,198.440002,195.803268,26701586,0.013586694318044148
2020-06-30,197.881607,204.399994,197.740005,203.509995,200.805878,34310283,0.02844320947929234
2020-07-01,203.139999,206.350006,201.770004,204.699997,201.980072,32061206,0.007679423095793199
2020-07-02,205.679993,208.020004,205.000000,206.259995,203.519348,29315762,0.002819924249997458
2020-07-06,208.833496,211.130005,208.089996,210.699997,207.900345,31897629,0.00893774722805962
2020-07-07,210.449997,214.669998,207.990005,208.25,205.482910,33600732,-0.01045377539254608
