Date,Open,High,Low,Close,AdjClose,Volume,Change
2020-04-16,113.776291,114.483749,109.388145,110.640533,101.136490,6754650,-0.027560733193526196
2020-04-17,114.053535,115.095604,112.734222,114.837479,104.972916,5194436,0.006873473934850028
2020-04-20,113.910133,117.456978,112.944550,115.114723,105.226349,8558058,0.010574915227251961
2020-04-21,108.986618,111.998085,107.131927,111.625237,102.036606,15009054,0.02421048609839413
2020-04-22,114.598473,115.038239,112.380501,114.063095,104.265068,7412479,-0.004671772546218782
2020-04-23,114.311661,117.619499,113.881454,116.013382,106.047806,7198154,0.014886678971447997
2020-04-24,117.026772,119.502869,115.449333,119.235184,108.992859,5215251,0.018870998167838125
2020-04-27,120.038239,121.405357,119.952202,120.382408,110.041534,5150295,0.0028671613551411205
2020-04-28,122.39962,122.562141,119.866158,120.717018,110.347412,4997893,-0.013746791043959147
2020-04-29,123.212234,123.623329,121.921608,123.030594,112.462250,5499450,-0.0014742042579960167
2020-04-30,120.956024,121.673042,119.713196,120.038239,109.726929,6941047,-0.007587757679600935
2020-05-01,117.772469,118.040154,116.051628,116.510513,106.502235,5152073,-0.010715203737471087
2020-05-04,115.506691,116.606117,114.139580,116.328873,106.336197,4202723,0.007118046520785518
2020-05-05,117.963669,118.852776,117.084129,117.189293,107.122704,4078772,-0.006564529626490251
2020-05-06,117.820267,118.594643,117.026772,117.753349,107.638321,4042372,-0.0005679667998036462
2020-05-07,117.571701,117.839386,115.535370,115.898659,107.363762,4615580,-0.014229971887537881
2020-05-08,117.275337,117.810707,115.736137,117.581261,108.922462,5232615,0.0026085962132004325
2020-05-11,116.453156,118.021034,115.363289,117.198853,108.568214,3697924,0.006403407392411011
2020-05-12,117.60038,118.852776,114.971321,114.971321,106.504723,5004587,-0.022355871639190266
2020-05-13,114.67495,114.713196,109.799232,110.640533,102.492851,6153409,-0.03518132774420212
2020-05-14,109.531548,111.940727,106.892921,111.806885,103.573311,5501332,0.02077334833248219
2020-05-15,110.831741,112.227531,110.181641,111.835564,103.599884,5006470,0.009057179747812599
2020-05-18,114.608032,116.978966,114.483749,116.214149,107.656021,4399162,0.014014000345106806
2020-05-19,115.86042,116.797325,114.856598,115.0,106.531288,3390191,-0.007426349740489503
2020-05-20,115.611855,117.084129,115.296364,116.042068,107.496613,4017372,0.0037211841294302805
2020-05-21,115.669212,116.367111,113.738052,113.881454,105.495110,4184941,-0.015455780921201371
2020-05-22,114.120461,114.216064,112.418739,113.183556,104.848610,4373117,-0.008209789829012434
2020-05-26,115.965584,117.227531,115.688339,116.405357,107.833160,5720888,0.003792271679500947
2020-05-27,118.489487,120.296364,118.040154,120.019119,111.180794,5990965,0.012909432209796018
2020-05-28,121.290634,121.386230,118.757172,119.053535,110.286316,4095404,-0.018444119930975056
2020-05-29,118.231361,119.627151,116.864243,119.407265,110.614006,8294675,0.009945787564773009
2020-06-01,119.158699,120.219887,118.575523,119.397705,110.605133,3003798,0.0020057788647054914
2020-06-02,120.143402,120.458893,119.177818,120.458893,111.588181,3115093,0.00262595360833888
2020-06-03,121.558319,123.900574,121.414917,123.374763,114.289322,4097914,0.0149429838693311
2020-06-04,122.160614,123.279160,121.434036,123.221794,114.147621,4042581,0.008686760529871006
2020-06-05,128.001907,128.326965,125.956024,126.252388,116.955032,6163764,-0.013667913556944057
2020-06-08,126.453156,129.904404,126.453156,129.780121,120.222977,5617543,0.02630986133711049
2020-06-09,127.648186,127.724663,125.258125,126.070747,116.786774,5641706,-0.01235770792700492
2020-06-10,126.338432,126.414917,124.091782,124.158699,115.015533,4952601,-0.01725312690282557
2020-06-11,120.487572,120.554497,112.657745,112.820267,104.512070,12304726,-0.06363565032250794
2020-06-12,115.917786,117.705544,114.034416,116.548759,107.965988,6506434,0.005443280291775046
2020-06-15,113.948372,116.988525,113.087952,116.300194,107.735725,5385959,0.020639364641383367
