Date,Open,High,Low,Close,Adj Close,Volume
2020-04-16,119.010002,119.750000,114.419998,115.730003,105.788773,6457556
2020-04-17,119.300003,120.389999,117.919998,120.120003,109.801682,4965992
2020-04-20,119.150002,122.863503,118.139999,120.410004,110.066780,8181736
2020-04-21,114.000000,117.144997,112.059998,116.760002,106.730309,14349032
2020-04-22,119.870003,120.330002,117.550003,119.309998,109.061256,7087869
2020-04-23,119.570000,123.029999,119.120003,121.349998,110.926018,6881615
2020-04-24,122.410004,125.000000,120.763397,124.720001,114.006538,4987346
2020-04-27,125.559998,126.989998,125.470001,125.919998,115.103455,4923806
2020-04-28,128.029999,128.199997,125.379997,126.269997,115.423393,4778144
2020-04-29,128.880005,129.309998,127.529999,128.690002,117.635513,5257579
2020-04-30,126.519997,127.269997,125.220001,125.559998,114.774376,6635783
2020-05-01,123.190002,123.470001,121.389999,121.870003,111.401344,4925535
2020-05-04,120.820000,121.970001,119.390999,121.680000,111.227684,4017877
2020-05-05,123.389999,124.320000,122.470001,122.580002,112.050362,3899416
2020-05-06,123.239998,124.050003,122.410004,123.169998,112.589684,3864589
2020-05-07,122.980003,123.260002,120.849998,121.230003,112.302513,4414328
2020-05-08,122.669998,123.230003,121.059998,122.989998,113.932907,5003939
2020-05-11,121.809998,123.449997,120.669998,122.589996,113.562363,3535276
2020-05-12,123.010002,124.320000,120.260002,120.260002,111.403946,4784457
2020-05-13,119.949997,119.989998,114.849998,115.730003,107.207527,5882813
2020-05-14,114.570000,117.089996,111.809998,116.949997,108.337685,5259373
2020-05-15,115.930000,117.389999,115.250000,116.980003,108.365479,4786330
2020-05-18,119.879997,122.360001,119.750000,121.559998,112.608208,4207593
2020-05-19,121.190002,122.169998,120.139999,120.290001,111.431732,3241117
2020-05-20,120.930000,122.465897,120.599998,121.379997,112.441467,3840858
2020-05-21,120.989998,121.720001,118.970001,119.120003,110.347893,4000863
2020-05-22,119.370003,119.464996,117.589996,118.389999,109.671646,4180771
2020-05-26,121.300003,122.620003,121.010101,121.760002,112.793495,5469282
2020-05-27,123.940002,125.830002,123.470001,125.540001,116.295113,5727496
2020-05-28,126.870003,126.970001,124.220001,124.529999,115.359497,3916377
2020-05-29,123.669998,125.129997,122.239998,124.900002,115.702248,7930467
2020-06-01,124.639999,125.750000,124.029999,124.889999,115.692970,2883294
2020-06-02,125.669998,126.000000,124.660004,126.000000,116.721237,2978056
2020-06-03,127.150002,129.595001,127.000000,129.050003,119.546646,3917746
2020-06-04,127.779999,128.949997,127.019997,128.889999,119.398422,3864785
2020-06-05,133.884995,134.229996,131.750000,132.059998,122.334976,5892960
2020-06-08,132.270004,135.880005,132.270004,135.750000,125.753258,5370469
2020-06-09,133.520004,133.600006,131.020004,131.869995,122.158966,5393644
2020-06-10,132.149994,132.229996,129.800003,129.869995,120.306236,4734835
2020-06-11,126.029999,126.099998,117.835197,118.010002,109.319641,11763629
2020-06-12,121.250000,123.120003,119.279999,121.910004,112.932434,6220327
2020-06-15,119.190002,122.366997,118.290001,121.650002,112.691582,5151240
2020-06-16,125.000000,127.500000,123.160004,125.150002,115.933838,5609087
2020-06-17,125.830002,126.250000,123.400002,124.150002,115.007477,3156836
2020-06-18,123.000000,124.400002,122.330002,124.160004,115.016754,2865362
2020-06-19,126.169998,126.820000,122.250000,122.470001,113.451195,8092354
2020-06-22,122.120003,122.500000,120.529999,121.070000,112.154297,4773499
2020-06-23,122.010002,122.900002,119.230003,119.410004,110.616531,6632605
2020-06-24,118.320000,118.320000,115.879997,116.419998,107.846725,6750990
2020-06-25,116.760002,119.209999,116.099998,119.029999,110.264519,6130626
2020-06-26,118.260002,118.989998,116.260002,117.190002,108.560020,10750107
2020-06-29,117.980003,119.779999,117.370003,119.750000,110.931496,4159488
2020-06-30,119.190002,121.199997,119.000000,120.769997,111.876381,3919469
2020-07-01,120.269997,121.224998,118.370003,118.540001,109.810608,4655765
2020-07-02,119.690002,121.419998,119.260002,119.699997,110.885170,3746958
2020-07-06,121.250000,121.849998,119.459999,120.190002,111.339104,4045439
2020-07-07,119.000000,119.510002,117.330002,117.580002,108.921295,4278307
2020-07-08,118.059998,118.639999,116.480003,117.709999,109.041725,5192806
2020-07-09,118.000000,118.000000,115.199997,115.709999,107.188995,4762991
2020-07-10,115.500000,118.569901,115.290001,118.349998,109.634598,4285705
2020-07-13,119.779999,120.989998,118.660004,119.199997,110.422005,4650651
2020-07-14,118.620003,120.889999,117.919998,120.599998,111.718887,4534397
2020-07-15,122.400002,123.959999,122.150002,123.000000,113.942169,4473400
2020-07-16,122.680000,124.480003,122.160004,124.010002,114.877785,4330917
